epoch,train_loss,val_loss,val_dice,val_iou
1,1.3762867477205065,1.235092864717756,0.39237549134663174,0.24992759940879686
2,1.2008122043004112,1.1555771010262625,0.43629789394991736,0.28519385265452524
3,1.1200930292644198,1.0918145435197013,0.4801808361496244,0.3219947627612523
4,1.039745172621712,1.0507050275802612,0.49590980197702134,0.3357652272496905
5,0.985201811222803,0.9963338204792568,0.49147183086190904,0.33249217846563883
6,0.9385588863539317,0.9993731566837856,0.48204394451209476,0.32482042270047323
7,0.8990759764398847,0.95420731816973,0.5185247646910803,0.35707989164761134
8,0.8573200927840339,0.973819899559021,0.5043740706784384,0.34399138263293677
9,0.8267856073757959,0.9286625589643206,0.5326395409447806,0.36963570501123155
10,0.7837545450717683,0.9318193435668946,0.5511660626956395,0.3862761012145451
11,0.7709158164168161,0.9207481026649476,0.5288205121244703,0.3669911329235349
12,0.7384769486056434,0.9289871760777064,0.542946778024946,0.3787215390375682
13,0.6996951062527914,0.8950673205511911,0.5575625044958932,0.3927067288330623
14,0.6766544893620506,0.8858617612293789,0.5790110128266471,0.41488990357943945
15,0.6376408984736791,0.9119493501526968,0.5668791115283967,0.4023441416876657
16,0.629384577179712,0.9003944890839713,0.5641253113746643,0.3991408463035311
17,0.6041079904351916,0.9234684433255876,0.5624293719019209,0.39841734937259127
18,0.580423971584865,0.9235879029546465,0.5733558135373252,0.4086334466934204
19,0.5431664439420851,0.9157158613204956,0.5742749205657414,0.40891646104199547
20,0.5334497073340038,0.9477302994046892,0.5583636428628649,0.3938902761254992
21,0.5151661678439095,0.9417507529258728,0.5595448349203382,0.396429266674178
22,0.5024729773638741,0.9735461252076285,0.5582856561456407,0.3935475511210305
23,0.48154395459190247,0.9708518658365523,0.5663832877363477,0.4023814916610718
24,0.47229549038031743,0.9762302943638392,0.5619515989507947,0.3978706296001162
25,0.4623869753073132,0.9736723933901106,0.5617205466542925,0.39694563576153347
26,0.45400715995402563,0.9854786617415292,0.5664109766483307,0.40202369562217166
27,0.4579393626205505,0.9800136191504342,0.5590936967304775,0.3944358050823212
28,0.43008726381120227,0.9833572660173688,0.56673835005079,0.4025377005338669
29,0.4367730729636692,0.9866672805377416,0.5647423224789756,0.4004810426916395
30,0.4445357500087647,0.9895774279321943,0.5603463624204909,0.39612895931516373
